l_id,n_id_start,n_id_end,voltage,cables,type,frequency,name,operator,length_m,r_ohm_km,x_ohm_km,c_nf_km,i_th_max_km,not_accurate
15,25788423,178664497,380000,19,line,50,-110kV Bocholt Ost-110 kV Drevenack Nord+Süd-110kV Bocholt Ost+Xanten Ost,RWE-DB_Energie-DB_Energie-RWE,25950.0,0.00394736842105,0.0394736842105,86.7666666667,16.4666666667,Yes
16,25788423,92314579,380000,19,line,50,-110kV Bocholt Ost+West-110 kV Drevenack Nord+Süd-110kV Emmerich + Hüthum Ost,RWE-DB_Energie-DB_Energie-RWE,78092.0,0.00394736842105,0.0394736842105,86.7666666667,16.4666666667,Yes
17,25788423,135627985,380000,19,line,50,-110kV Bocholt Ost+West-110 kV Drevenack Nord+Süd-110kV Emmerich + Hüthum Ost,RWE-DB_Energie-DB_Energie-RWE,73031.0,0.00394736842105,0.0394736842105,86.7666666667,16.4666666667,Yes
18,25788423,97949456,380000,19,line,50,-110kV Bocholt Ost+West-110 kV Drevenack Nord+Süd,RWE-DB_Energie-DB_Energie-RWE,61747.0,0.00394736842105,0.0394736842105,86.7666666667,16.4666666667,Yes
19,25788423,105662953,380000,19,line,50,-Sw Kirchhellen - Mehrhoog-110 kV Drevenack Nord+Süd,RWE-DB_Energie-DB_Energie-RWE,31240.0,0.00394736842105,0.0394736842105,86.7666666667,16.4666666667,Yes
20,25788423,23084417,380000,19,line,50,-Bocholt West+?-110 kV Drevenack Nord+Süd-Bocholt West,Amprion-RWE-DB_Energie-DB_Energie-RWE,52708.0,0.00394736842105,0.0394736842105,86.7666666667,16.4666666667,Yes
21,25788423,34122030,380000,19,line,50,-110 kV Drevenack Nord+Süd,Westnetz-RWE-DB_Energie-DB_Energie-RWE,56394.0,0.00394736842105,0.0394736842105,86.7666666667,16.4666666667,Yes
22,25788423,33647679,380000,19,line,50,-Xanten West-110 kV Drevenack Nord+Süd-110kV Bocholt West+Xanten West,RWE-DB_Energie-DB_Energie-RWE,46475.0,0.00394736842105,0.0394736842105,86.7666666667,16.4666666667,Yes
23,25788423,97949455,380000,19,line,50,-110 kV Bocholt West+Xanten Ost-110 kV Drevenack Nord+Süd,RWE-DB_Energie-DB_Energie-RWE,38776.0,0.00394736842105,0.0394736842105,86.7666666667,16.4666666667,Yes
24,25788423,54411776,380000,19,line,50,-110 kV Drevenack Nord+Süd-110kV Bocholt West+Xanten Ost,RWE-DB_Energie-DB_Energie-RWE,38407.0,0.00394736842105,0.0394736842105,86.7666666667,16.4666666667,Yes
25,159688716,31652745,110000,6,line,,110kV Nachrodt Nord+Süd-110kV Nachrodt Süd,RWE,4558.0,,,,,Yes
26,159688716,51940126,220000,12,line,50,110kV Nachrodt Nord+Süd--220kV Bixterheide Nord+Bigge Ost,RWE,10160.0,0.04,0.16,23.0,2.6,Yes
27,42803213,38165878,110000,6,line,50,Erwitte-Lippborg Nord+Süd-110kV Lippborg-Soest-110kV Arpe-Ostönnen-110kV Soest-Unna-110kV Erwitte-Lippborg Nord+Süd-110kV Lippborg-Ostönnen+Lippborg-Soest,RWE,41918.0,,,,,Yes
28,42803213,36735213,110000,6,line,50,Erwitte-Lippborg Nord+Süd-110kV Lippborg-Soest-110kV Arpe-Ostönnen-110kV Soest-Unna-110kV Erwitte - Lippborg-110kV Erwitte-Lippborg Nord+Süd-110kV Lippborg-Ostönnen+Lippborg-Soest,RWE,51076.0,,,,,Yes
29,42803213,42488855,110000,12,line,,110kV Arpe-Ostönnen--110kV Soest-Unna-110kV Lippborg-Ostönnen+Lippborg-Soest-110kV Lippborg-Soest,RWE,13929.0,,,,,Yes
30,42803213,140736831,110000,6,line,,110kV Arpe-Ostönnen-110kV Soest-Unna-110kV Lippborg-Soest+Soest-Unna,RWE,11108.0,,,,,Yes
31,42803213,202586904,110000,6,line,,110kV Arpe-Ostönnen-110kV Soest-Unna-110kV Lippborg-Soest+Soest-Unna,RWE,11423.0,,,,,Yes
32,42803213,42804591,110000,6,line,,110kV Arpe-Ostönnen-110kV Soest-Unna-110kV Lippborg-Soest+Soest-Unna,RWE,10159.0,,,,,Yes
33,42803213,42809340,110000,6,line,,110kV Arpe-Ostönnen-110kV Soest-Unna-110kV Soest-Unna+Arpe-Ostönnen-110kV Arpe-Neheim+Soest-Unna-110kV Unna,RWE,12769.0,,,,,Yes
34,42803213,42809973,110000,6,line,,110kV Arpe-Ostönnen-110kV Soest-Unna-110kV Soest-Unna + Unna-110kV Soest-Unna+Arpe-Ostönnen-110kV Arpe-Neheim+Soest-Unna,RWE,34570.0,,,,,Yes
35,42803213,157628349,110000,6,line,50,110kV Arpe-Neheim+Soest-Unna-110kV Arpe-Ostönnen-110kV Soest-Unna-110kV Unna + Soest-Unna-110kV Soest-Unna+Arpe-Ostönnen-110kV Soest-Unna + Unna-110kV Hönnetal Nord+Süd,RWE,38356.0,,,,,Yes
36,42803213,42809772,110000,12,line,50,-110kV Arpe-Neheim+Soest-Unna-110kV Arpe-Ostönnen-110kV Soest-Unna-110kV Unna + Soest-Unna-110kV Soest-Unna+Arpe-Ostönnen-110kV Soest-Unna + Unna,RWE,27692.0,,,,,Yes
37,42803213,42802843,380000,18,line,50,110kV Arpe-Ostönnen--110kV Soest-Unna+Arpe-Ostönnen,RWE,19342.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
38,36139023,24269036,380000,9,line,50,-380 kV Röhe Nord-380 kV Röhe Nord/110 kV Velau Nord/110 kV Velau Süd,RWE,8137.0,0.00833333333333,0.0833333333333,41.1,7.8,Yes
39,36139023,24268944,380000,9,line,50,-380 kV Röhe Nord-380 kV Röhe Nord/110 kV Velau Nord/110 kV Velau Süd,RWE,8501.0,0.00833333333333,0.0833333333333,41.1,7.8,Yes
40,36139023,104717261,380000,9,line,50,-380 kV Röhe Nord,,9919.0,0.00833333333333,0.0833333333333,41.1,7.8,Yes
41,36139023,25426571,380000,9,line,50,-380 kV Röhe Nord,,2438.0,0.00833333333333,0.0833333333333,41.1,7.8,Yes
42,36139023,101006214,380000,12,line,50,-380 kV Röhe Nord-110 kV Ofden Nord|Süd- Richterich 1|2-Ofden Nord/Süd- Richterich 1/2,,21771.0,0.00625,0.0625,54.8,10.4,Yes
43,82227544,253173351,110000,6,line,,110kV Ruhr 1+2,markE,5711.0,,,,,
44,156313619,159320772,110000,6,cable,50,,RWE,980.0,,,,,
45,32348182,25043168,110000,12,line,,-110kV Mülheim Ost+West,RWE,11199.0,,,,,Yes
46,32348182,25032036,110000,18,line,,,RWE,1706.0,,,,,Yes
47,28712987,22768865,110000,3,cable,50,,Westnetz,2217.0,,,,,
48,28712987,32591942,110000,3,line,50,,RWE,40.0,,,,,
49,28543009,29425014,110000,6,line,,Wülfrath Tr. 11,RWE,2273.0,,,,,
50,151691300,42797575,380000,9,line,50,-110kV Giershagen,RWE,12427.0,0.00833333333333,0.0833333333333,41.1,7.8,Yes
51,151691300,170017444,380000,9,line,50,,RWE,8241.0,0.00833333333333,0.0833333333333,41.1,7.8,Yes
52,92356649,92356660,110000,6,line,50,110kV Kempen Nord-110kV Kempen Nord+Süd,RWE,12885.0,,,,,Yes
53,93087786,23192640,110000,6,line,50,-110kV Rath Nord+Schwarzbach Süd-110kV Neanderthal Ost+West-110kV Neanderthal Ost,Westnetz-RWE,20383.0,,,,,Yes
54,93087786,152122912,110000,6,line,50,-110kV Rath Nord+Schwarzbach Süd,RWE,9805.0,,,,,
55,93087786,87767090,110000,6,line,50,-110kV Rath Nord+Schwarzbach Süd-110kV Neanderthal Ost+West,RWE,12539.0,,,,,
56,93087786,25043168,380000,12,line,50,380 KV--110kV Rath Nord+Schwarzbach Süd-110kV Breitscheid Ost+Rath Nord,RWE,19591.0,0.00625,0.0625,54.8,10.4,Yes
57,93087786,73968154,380000,12,line,50,380 KV-110kV Rath Nord+Schwarzbach Süd-110kV Lintorf West+Breitscheid Ost,RWE,15018.0,0.00625,0.0625,54.8,10.4,Yes
58,93087786,91854336,380000,15,line,50,380 KV--110kV Lintorf West+Schwarzbach Süd-110kV Rath Nord+Schwarzbach Süd,RWE,19731.0,0.005,0.05,68.5,13.0,Yes
59,145968135,26856885,110000,6,line,50,-110kV Gladbach West+Viersen Nord,RWE,6485.0,,,,,
60,145968135,24815262,110000,6,line,50,-110kV Gladbach West+Viersen Nord,RWE,11878.0,,,,,
61,145968135,24239518,110000,6,line,50,,RWE,3203.0,,,,,
62,25057327,25043168,110000,6,line,,110kV Heiligenhaus Nord-110kV Heiligenhaus Nord+Süd,RWE,13022.0,,,,,Yes
63,30285873,32148946,110000,6,line,50,110 kV Rondorf Ost- Shell West,RWE,2387.0,,,,,
64,30285873,32151141,110000,6,line,50,110 kV Shell Ost|West,RWE,3153.0,,,,,
65,87767090,118856108,110000,6,line,50,110 kV Mettmann Ost|West-110 kV Mettmann Ost+West,RWE,8887.0,,,,,
66,87767090,106096507,110000,6,line,50,110 kV Mettmann Ost+West,Westnetz-RWE,9521.0,,,,,
67,92356660,24815262,110000,6,line,50,110kV Schaphausen Ost+West-110kV Schaphausen West,RWE,10677.0,,,,,Yes
68,92356660,92983998,110000,6,line,50,-110kV Breyell Nord+Süd-110kV Breyell Süd,RWE,7927.0,,,,,Yes
69,92356660,92314598,110000,6,line,50,-110kV Geldern Ost-110kV Geldern Ost+West,RWE,20609.0,,,,,Yes
70,92356660,93052378,110000,6,line,50,110kV Süchteln Süd-110kV Süchteln Nord+Süd,RWE,13122.0,,,,,Yes
71,92356660,92983985,110000,6,line,50,110kV Süchteln Süd-110kV Süchteln Nord+Süd,RWE,8021.0,,,,,Yes
72,116066366,42488855,110000,12,line,50,-110kV Enniger - Gersteinwerk+ANK-110kV Ahlen-Gersteinwerk + Enniger-Gersteinwerk-110kV Enniger-Lippborg Ost+West-110kV Enniger - Lippborg West-110kV Ahlen-Enniger + Enniger-Gersteinwerk,RWE,50168.0,,,,,Yes
73,116066366,42560068,110000,12,line,50,-110kV Enniger - Gersteinwerk-110kV Enniger - Gersteinwerk+ANK-110kV Enniger - Gersteinwerk + Enniger - Lippborg West-110kV Ahlen-Gersteinwerk + Enniger-Gersteinwerk-110kV Ahlen-Enniger + Enniger-Gersteinwerk,RWE,27745.0,,,,,Yes
74,116066366,42491364,110000,6,line,50,-110kV Enniger - Gersteinwerk+ANK-110kV Ahlen-Enniger + Enniger-Gersteinwerk-110kV Ahlen-Gersteinwerk + Enniger-Gersteinwerk,RWE,24944.0,,,,,
75,116066366,155511657,110000,6,line,50,-110kV Enniger - Gersteinwerk+ANK-110kV Ahlen-Enniger + Enniger-Gersteinwerk-110kV Ahlen-Gersteinwerk + Enniger-Gersteinwerk,RWE,25804.0,,,,,
76,116066366,42493048,110000,6,line,50,110kV Enniger - Gersteinwerk+ANK-110kV Ahlen-Enniger + Ahlen-Gersteinwerk-110kV Ahlen-Gersteinwerk + Enniger-Gersteinwerk,RWE,14379.0,,,,,
77,116066366,42507488,220000,9,line,50,-110kV Enniger - Gersteinwerk+ANK,RWE,12103.0,0.0266666666667,0.106666666667,34.5,3.9,Yes
78,116066366,111973179,220000,12,line,50,-110kV Enniger - Gersteinwerk+ANK,RWE,42967.0,0.02,0.08,46.0,5.2,Yes
79,116066366,243612271,220000,9,line,50,-110kV Enniger - Gersteinwerk+ANK,Westnetz-RWE,27778.0,0.0266666666667,0.106666666667,34.5,3.9,Yes
80,42848323,28452784,110000,6,line,50,110kV Laer-Pöppinghausen Ost+West-110kV Laer-Pöppinghausen Ost-110kV Laer-Pöppinghausen West+Ost,RWE,13350.0,,,,,Yes
81,31803463,22772508,110000,6,line,50,,RWE,589.0,,,,,
82,137070665,89043564,110000,6,line,50,-110kV Betzdorf Süd+Kreuztal Süd,Westnetz-RWE,13579.0,,,,,Yes
83,137070665,152808122,220000,6,line,,-110kV Siegen Ltg-110kV Betzdorf Süd+Kreuztal Süd,RWE,21439.0,0.08,0.32,11.5,1.3,Yes
84,137070665,207573407,220000,12,line,50,-110kV Betzdorf Süd+Kreuztal Süd,Westnetz-RWE,14983.0,0.02,0.08,46.0,5.2,Yes
85,137070665,152403702,220000,12,line,50,-110kV Betzdorf Süd+Kreuztal Süd,Westnetz-RWE,45552.0,0.02,0.08,46.0,5.2,Yes
86,137070665,152403710,220000,12,line,50,-110kV Betzdorf Süd+Kreuztal Süd,Westnetz-RWE,46259.0,0.02,0.08,46.0,5.2,Yes
87,137070665,28207242,220000,12,line,50,-110kV Betzdorf Süd+Kreuztal Süd,Westnetz-RWE,24964.0,0.02,0.08,46.0,5.2,Yes
88,137070665,153415841,220000,12,line,50,-110kV Eichen West+Kreuztal Süd-110kV Betzdorf Süd+Kreuztal Süd,RWE,23479.0,0.04,0.16,23.0,2.6,Yes
89,137070665,90148336,220000,12,line,50,-110kV Eichen West+Kreuztal Süd-110kV Betzdorf Süd+Kreuztal Süd,RWE,26747.0,0.04,0.16,23.0,2.6,Yes
90,137070665,147980772,110000,6,line,50,-110kV Eichen West+Kreuztal Süd-110kV Betzdorf Süd+Kreuztal Süd,Westnetz-RWE,23559.0,,,,,Yes
91,137070665,99146261,110000,6,line,50,-110kV Eichen West+Kreuztal Süd-110kV Betzdorf Süd+Kreuztal Süd,Westnetz-RWE,34730.0,,,,,Yes
92,137070665,132814303,110000,12,line,50,-110kV Eichen West+Kreuztal Süd-110kV Betzdorf Süd+Kreuztal Süd,Westnetz-RWE,28598.0,,,,,Yes
93,137070665,177695053,110000,6,line,50,-110kV Eichen West+Kreuztal Süd-110kV Betzdorf Süd+Kreuztal Süd,Westnetz-RWE,34937.0,,,,,Yes
94,25450571,25454252,220000,12,line,,110kV Lirich West-110kV Lirich West+Thyssen Ost-,RWE,5055.0,0.02,0.08,46.0,5.2,Yes
95,25450571,70807732,110000,6,line,,110kV Sulterkamp Tr15+16-110kV Sulterkamp Tr15+Tr16-110kV Sulterkamp Tr16,RWE,3353.0,,,,,Yes
96,24479820,27919734,380000,18,line,50,-380 kV Knechtsteden West- 220 kV Frixheim Nord- Neurath 1a- Osterath West- 110 kV Kaarst Ost|West-110 kV Kaarst Ost|West-110kV Büderich Nord+Kaarst Ost,RWE,21352.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
97,24479820,24799890,380000,18,line,50,-110kV Büderich Nord+Kaarst Ost,RWE,9939.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
98,29374542,175112801,110000,3,line,50,,RWE,75.0,,,,,
99,28817488,28397771,110000,6,line,,,Westfalen Weser Netz GmbH,17341.0,,,,,
100,104720467,97508176,110000,12,line,50,,,7393.0,,,,,Yes
101,104720467,24268944,110000,12,line,50,,,10827.0,,,,,Yes
102,104720467,93887097,110000,6,line,50,,,4361.0,,,,,
103,104720467,115337359,110000,6,line,50,,,1547.0,,,,,
104,29472852,179359995,110000,6,line,50,,RWE,8344.0,,,,,Yes
105,29472852,253584034,110000,6,line,50,-110kV Uffeln Nord+Süd,RWE,10294.0,,,,,
106,29472852,196878039,220000,12,line,,,RWE,2000.0,0.01,0.04,92.0,10.4,Yes
107,104125454,46852069,220000,9,line,,-110kV Sterkrade Süd+ANK,RWE,7469.0,0.0266666666667,0.106666666667,34.5,3.9,Yes
108,104125454,37554416,220000,12,line,,-110kV Hamborn Ost-110kV Wehofen West-110kV Sterkrade Süd+ANK,RWE,12947.0,0.01,0.04,92.0,10.4,Yes
109,104125454,24462426,220000,12,line,50,-110kV Wehofen West-110kV Lohberg Ltg-110kV Götterswick Nord+Lohberg Ltg-110kV Sterkrade Süd+ANK,RWE,25192.0,0.01,0.04,92.0,10.4,Yes
110,104125454,23492778,220000,12,line,50,-110kV Wehofen West-110kV Lohberg Ltg-110kV Sterkrade Süd+ANK,RWE,39664.0,0.01,0.04,92.0,10.4,Yes
111,104125454,23380800,220000,12,line,50,-110kV Wehofen West-110kV Lohberg Ltg-110kV Sterkrade Süd+ANK,RWE,43425.0,0.01,0.04,92.0,10.4,Yes
112,104125454,24462228,220000,12,line,50,-110kV Lohberg Ltg-Götterswick Süd + Wesel Ost-110kV Wehofen West-110kV Sterkrade Süd+ANK-110 kV Götterswick Süd-220 kV Wesel Ost- 110 kV Götterswick Süd-220 kV Wesel Ost- 110 kV Götterswick Süd- Wallach Ost|West,RWE,39846.0,0.01,0.04,92.0,10.4,Yes
113,104125454,38569681,220000,12,line,50,-110kV Lohberg Ltg-Götterswick Süd + Wesel Ost-110kV Wallach Ost+West-110kV Wehofen West-110kV Sterkrade Süd+ANK-220 kV Wesel Ost- 110 kV Götterswick Süd,RWE,43092.0,0.01,0.04,92.0,10.4,Yes
114,104125454,158046386,220000,12,line,,-110kV Wehofen West-110kV Hamborn West+Lohberg Ltg-110kV Sterkrade Süd+ANK,RWE,15630.0,0.01,0.04,92.0,10.4,Yes
115,104125454,104110367,220000,6,line,,-110kV Wehofen Ost+West-110kV Sterkrade Süd+ANK,RWE,8652.0,0.08,0.32,11.5,1.3,Yes
116,89774171,31143512,220000,10,line,0,-110 kV Bahnstrom Finnentrop - Hagen- Lünen - Hagen-Finnentrop - Hagen,markE-DB_Energie,55710.0,0.024,0.096,38.3333333333,4.33333333333,Yes
117,89774171,52527278,220000,10,line,0,-110 kV Bahnstrom Lünen - Hagen 1|2-Finnentrop - Hagen-Lünen - Hagen,markE-DB_Energie-RWE,75554.0,0.024,0.096,38.3333333333,4.33333333333,Yes
118,89774171,52527267,220000,10,line,0,-110 kV Bahnstrom Lünen - Hagen 1|2-Finnentrop - Hagen-Lünen - Hagen,markE-DB_Energie-RWE,87389.0,0.024,0.096,38.3333333333,4.33333333333,Yes
119,89774171,109504648,220000,10,line,0,-110 kV Bahnstrom Lünen - Hagen 1|2-Finnentrop - Hagen-Lünen - Hagen-Datteln - Lünen,markE-DB_Energie-RWE,96121.0,0.024,0.096,38.3333333333,4.33333333333,Yes
120,89774171,97826922,110000,8,line,0,-Rudersdorf - Finnentrop,DB_Energie,54667.0,,,,,Yes
121,239511715,32148946,110000,6,line,50,110 kV Bollenacker Nord|Süd-110 kV Bollenacker Nord,RWE,8785.0,,,,,Yes
122,239511715,22765517,110000,6,line,50,-110 kV Hürth Nord|Süd-110 kV Vochem Ost|West-110 kV Hürth Nord,RWE,7807.0,,,,,
123,29026408,22964137,220000,12,line,50,-110kV Hörde-Kruckel Nord+Süd-110kV Hörde-Kruckel Nord,RWE,8305.0,0.02,0.08,46.0,5.2,Yes
124,29026408,52521778,110000,6,line,50,110kV Hörde-Wambel Ost+West-,RWE,4308.0,,,,,Yes
125,29026408,24414688,110000,6,line,50,110kV Hörde-Wambel Ost+West--110kV Hörde - Wambel Ost+West,RWE,12801.0,,,,,Yes
126,74059882,35763481,110000,6,line,50,110kV TEW Ost+West,RWE,1804.0,,,,,
127,150268323,157359818,110000,6,line,50,-110kV Metelen-Münster+?,RWE,14332.0,,,,,Yes
128,150268323,111963057,110000,6,line,50,-110kV Metelen-Münster+?,RWE,12256.0,,,,,Yes
129,150268323,111973179,380000,12,line,50,-110kV Borghorst-Münster+Metelen-Münster+ANK-110kV Metelen-Münster+?,RWE,24316.0,0.00625,0.0625,54.8,10.4,Yes
130,215601263,34479547,110000,6,line,50,Lammersdorf Nord|Süd,RWE,16889.0,,,,,Yes
131,24479857,91856526,110000,6,line,50,110kV Gellep - Mitte,SWK Energie,8550.0,,,,,
132,24479857,93278533,110000,6,line,50,110kV Gellep-Hafen,SWK Energie,2342.0,,,,,
133,30763123,46851694,110000,12,line,,-110kV Lirich West+Thyssen West,RWE,3513.0,,,,,Yes
134,30763123,37554416,220000,12,line,,-110kV Buschhausen Ost+West-110kV Buschhausen West,RWE,5157.0,0.02,0.08,46.0,5.2,Yes
135,89149558,22761839,380000,12,line,50,-110 kV Hülsberg Nord|Süd-110 kV Hülsberg Nord+Süd,Amprion-RWE,11126.0,0.00625,0.0625,54.8,10.4,Yes
136,29077623,118923750,110000,6,line,,AV 3/7 Nord-AV 3/7 Nord+Süd,RWE,3973.0,,,,,Yes
137,29077623,29471978,110000,6,line,,Hervest-Dorsten - Kusenhorst Nord+Süd-Hervest-Dorsten-Kusenhorst Süd-Hervest-Dorsten-Kusenhorst Nord+Süd,RWE,5386.0,,,,,Yes
138,29077623,29470635,110000,6,line,,-Kusenhorst-Wulfen Ost+?,RWE,2908.0,,,,,Yes
139,29077623,152752475,110000,12,line,,-110kV Brassert Ost+West,RWE,4824.0,,,,,Yes
140,29077623,285885728,110000,12,line,50,-Kusenhorst-Lippramsdorf+Prov.Kusenhorst-Lüdinghausen,RWE,2493.0,,,,,Yes
141,29077623,29464903,110000,12,line,50,-110kV Dülmen-Gronau + Porv.Dülmen-Kusenhorst-110kV Dülmen - Gronau-Kusenhorst-Lippramsdorf+Prov.Kusenhorst-Lüdinghausen,RWE,34170.0,,,,,Yes
142,29077623,29464347,110000,12,line,50,-110kV Coesfeld-Lüdinghausen + Dülmen-Gronau-110kV Coesfeld-Lüdinghausen-Kusenhorst-Lippramsdorf+Prov.Kusenhorst-Lüdinghausen,RWE,48832.0,,,,,Yes
143,29077623,201795871,110000,12,line,50,-110kV Coesfeld-Lüdinghausen + Dülmen-Gronau-110kV Coesfeld-Gronau + Dülmen-Gronau-Kusenhorst-Lippramsdorf+Prov.Kusenhorst-Lüdinghausen,RWE,58050.0,,,,,Yes
144,29077623,136172633,110000,12,line,50,-110kV Coesfeld-Lüdinghausen + Dülmen-Gronau-110kV Dülmen - Gronau-Kusenhorst-Lippramsdorf+Prov.Kusenhorst-Lüdinghausen,RWE,47566.0,,,,,Yes
145,29077623,29465361,110000,12,line,50,-Kusenhorst-Lippramsdorf+Prov.Kusenhorst-Lüdinghausen,RWE,31396.0,,,,,Yes
146,29077623,29462657,110000,12,line,50,-110kV Kusenhorst-Sinsen + Oer-Sinsen-110kV Lippramsdorf-Oer + Kusenhorst-Sinsen-Kusenhorst-Lippramsdorf+Prov.Kusenhorst-Lüdinghausen,RWE,10004.0,,,,,Yes
147,29077623,432637927,110000,12,line,50,-Lippramsdorf - Oer-110kV Lippramsdorf-Oer + Kusenhorst-Sinsen-110kV Lippramsdorf-Oer + Oer-Sinsen-Kusenhorst-Lippramsdorf+Prov.Kusenhorst-Lüdinghausen,RWE,14162.0,,,,,Yes
148,23789696,25992879,110000,6,line,50,,,4356.0,,,,,Yes
149,23789696,116662430,110000,6,line,50,,,8103.0,,,,,Yes
150,23789696,23350554,110000,6,line,50,,,4626.0,,,,,Yes
151,181667972,33420442,110000,9,line,,,WSW,24642.0,,,,,Yes
152,181667972,90853533,110000,9,line,,,WSW,16147.0,,,,,Yes
153,181667972,36857279,110000,9,line,,,WSW,15886.0,,,,,Yes
154,181667972,63114179,110000,12,line,,,Wuppertaler Stadtwerke-WSW,18852.0,,,,,Yes
155,42488855,262931261,110000,6,line,,,RWE,1121.0,,,,,Yes
156,42488855,86267675,110000,6,line,,,RWE,21636.0,,,,,
157,42488855,86948935,110000,6,line,,,RWE,20872.0,,,,,
158,42488855,86954885,110000,6,line,,,RWE,17898.0,,,,,
159,42488855,156398591,110000,6,line,,,RWE,14188.0,,,,,
160,42488855,156398595,110000,6,line,,-110kV Bönen-Heinrich Robert+Lippborg,RWE,18929.0,,,,,
161,42488855,42809973,380000,12,line,,,Amprion-RWE,28247.0,0.00625,0.0625,54.8,10.4,Yes
162,24268944,24507338,110000,12,line,50,110kV Haaren Ost-110kV Haaren Ost/110 kV Haaren West,RWE,4313.0,,,,,Yes
163,46762130,24667346,110000,6,line,,110kV Volme 1-110kV Volme 1+2-110kV Volme 2,markE,6016.0,,,,,Yes
164,24826003,23380800,110000,6,line,50,110kV Schacht V Nord+Süd,RWE,1259.0,,,,,
165,33816726,35302770,110000,6,line,50,,RWE,7641.0,,,,,
166,33816726,156398578,110000,6,line,50,-110kV Ronsdorf Nord+Süd,RWE,9426.0,,,,,
167,33816726,92165136,110000,6,line,50,,RWE,2901.0,,,,,
168,33816726,35665034,110000,6,line,50,,RWE,6468.0,,,,,
169,33816726,35089617,110000,6,line,50,,RWE,12903.0,,,,,Yes
170,33816726,92165134,110000,6,line,50,,RWE,13960.0,,,,,
171,33816726,27098669,110000,6,line,50,-110kV Lennep Ost+West,RWE,13507.0,,,,,
172,33816726,92165117,110000,6,line,50,-110kV Lennep Ost+West,RWE,18198.0,,,,,
173,33816726,156937988,110000,6,line,50,,RWE,7245.0,,,,,
174,33816726,22761839,110000,12,line,50,-110 kV Kürten Süd- Neschen Nord-110 kV Halfeshof Nord|Süd- Kürten Süd- Neschen Nord-110kV Halfeshof Nord+Süd-110 kV Kürten Süd-110 kV Neschen Nord / Kürten Süd,RWE,16839.0,,,,,Yes
175,33816726,88118566,110000,6,line,50,-110kV Halfeshof Nord+Süd,RWE,12307.0,,,,,
176,33816726,88762027,110000,6,line,50,-110kV Halfeshof Nord+Süd,Westnetz-RWE,23994.0,,,,,
177,33816726,88762023,110000,12,line,50,-110kV Halfeshof Nord+Süd,RWE,18471.0,,,,,Yes
178,33816726,88762020,110000,6,line,50,-110kV Halfeshof Nord+Süd,RWE,20095.0,,,,,
179,90853528,87335336,110000,9,line,,,WSW,21811.0,,,,,Yes
180,132821147,42799487,110000,6,line,,-110kV Finnentrop Nord+Süd-110kV Finnentrop Süd,RWE,22008.0,,,,,Yes
181,202580124,262931261,110000,3,line,,,RWE,177.0,,,,,
182,90853533,91229323,110000,6,line,,,WSW,1213.0,,,,,
183,202580127,262931261,110000,3,line,,,RWE,127.0,,,,,
