l_id,n_id_start,n_id_end,voltage,cables,type,frequency,name,operator,length_m,r_ohm_km,x_ohm_km,c_nf_km,i_th_max_km,not_accurate
1,172866281,97171697,161000,3,line,60,,,10831.0,,,,,
2,182953196,90211694,161000,3,line,60,,,76896.0,,,,,Yes
3,182953196,182953200,161000,3,line,60,,,100518.0,,,,,
4,182953196,97171697,161000,3,line,60,,,52572.0,,,,,
5,182953200,182953198,161000,3,line,60,,,19317.0,,,,,
6,182953200,182955445,161000,3,line,60,,,69636.0,,,,,
7,97171697,97171699,161000,3,line,60,,,238.0,,,,,
8,170405635,170405637,230000,3,line,60,,,1476.0,,,,,
9,170405635,90523754,230000,,line,,Yellowtail - Custer 230kV transmission line,,55532.0,,,,,
10,170405637,172866281,230000,3,line,60,,,69982.0,,,,,
11,170405637,170842224,230000,3,line,60,,,18584.0,,,,,
12,170405637,172866280,230000,3,line,60,Yellowtail - Billings 230kV,,66276.0,,,,,
13,102124678,170401627,230000,3,line,,,,50251.0,,,,,Yes
14,102124678,134079601,230000,3,line,,,,29371.0,,,,,Yes
15,102124678,170263865,230000,3,line,60,,,48910.0,,,,,
16,172866280,183178948,230000,3,line,60,,,25747.0,,,,,
17,172866280,97208559,230000,3,line,60,,,43771.0,,,,,Yes
18,172866280,97171697,230000,3,line,60,,,14166.0,,,,,Yes
19,183094031,183091673,230000,3,line,60,,,35000.0,,,,,Yes
20,183094031,183094010,230000,3,line,60,,,12196.0,,,,,Yes
21,183178947,101852412,230000,3,line,60,,,10783.0,,,,,
22,183178947,90523754,230000,3,line,60,,,7097.0,,,,,
23,137822360,137835349,230000,,line,,Custer - Dawson County 230kV transmission line,,44963.0,,,,,
24,137822360,173785067,230000,3,line,60,Fort Peck - Dawson County 230kV,,33942.0,,,,,
25,182953247,182953197,230000,3,line,60,,,7575.0,,,,,
26,183115175,173216572,230000,3,line,60,,,49605.0,,,,,
27,183115175,51474429,230000,3,line,60,,,67414.0,,,,,
28,97171697,97208559,230000,3,line,60,Broadview - Alkali Creek 230kV,Northwestern Energy,29584.0,,,,,
29,94316202,102517038,230000,3,line,60,,,110024.0,,,,,Yes
30,94316202,91575544,230000,3,line,60,,,45943.0,,,,,Yes
31,102517038,134079601,230000,3,line,60,,,26810.0,,,,,
32,102517038,183053924,230000,3,line,60,,,29666.0,,,,,
33,102517038,183091673,230000,3,line,60,,,23720.0,,,,,
34,182955445,182953198,230000,3,line,60,,,67049.0,,,,,
35,182955445,170263865,230000,3,line,60,,,69696.0,,,,,
36,170263866,170401627,230000,3,line,60,,,574.0,,,,,
37,173216572,173216573,230000,3,line,60,Shelby - Conrad 230kV,,48031.0,,,,,
38,183178948,90523754,230000,3,line,60,,,42123.0,,,,,
39,137835349,137830202,230000,,line,,Custer- Dawson County 230kV transmission line,,74852.0,,,,,
40,183053924,89279731,230000,3,line,60,,,46478.0,,,,,
41,137830202,90523754,230000,,line,,Yellowtail - Custer 230kV transmission line,,43356.0,,,,,
42,173689823,173697138,230000,3,line,60,Baker - Little Missouri 230kV,,59052.0,,,,,
43,353502433,51474429,230000,3,line,60,,,29069.0,,,,,
44,353502433,97208559,230000,3,line,60,,,24093.0,,,,,
45,137868388,173697138,230000,3,line,60,Miles City - Baker 230kV,,52792.0,,,,,
46,182953197,182953198,230000,3,line,60,,,69759.0,,,,,
47,89279731,51474429,230000,3,line,60,Ovando - Great Falls 230kV,,34118.0,,,,,
48,91575544,177059186,230000,3,line,60,,,2159.0,,,,,
49,99002354,102124678,500000,3,line,,,,138907.0,,,,,Yes
50,99002354,102517038,500000,3,line,,,,18994.0,,,,,Yes
51,101852412,97208559,500000,3,line,,,,69642.0,,,,,
52,102124678,97208559,500000,3,line,,,,76505.0,,,,,Yes
